序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1862,300335,迪森股份,5.04,1.61,0.08,142145.0,71602586.6,1.81,5.08,4.99,4.99,4.96,1.6,3.7,31.4,1.24,2404142436.0,1936172267.0,-0.2,0.0,4.35,4.56
1863,301486,致尚科技,60.58,1.61,0.96,84502.0,506104921.0,6.84,62.11,58.03,58.93,59.62,1.48,10.71,82.63,3.11,7795494677.0,4780068232.0,-0.16,0.28,19.84,26.6
1864,300718,长盛轴承,76.85,1.61,1.22,86644.0,662398985.76,3.35,77.62,75.09,76.0,75.63,0.9,4.47,108.23,13.84,22961168456.0,14896760236.0,0.22,0.43,34.14,150.41
1865,603125,常青科技,20.89,1.61,0.33,19118.0,39871158.0,3.31,21.18,20.5,20.56,20.56,0.73,2.74,41.21,2.46,5832435775.0,1458184670.0,0.19,0.29,9.03,8.8
1866,301136,招标股份,10.74,1.61,0.17,14674.0,15763569.0,2.65,10.82,10.54,10.55,10.57,0.7,0.53,-138.57,2.04,2955699767.0,2955699767.0,0.0,0.0,-3.07,-9.29
1867,300540,蜀道装备,20.87,1.61,0.33,13391.0,27878200.0,3.21,21.09,20.43,20.54,20.54,0.86,0.92,-1315.44,3.15,3451396974.0,3028882509.0,0.05,-0.05,-15.68,-14.89
1868,002494,华斯股份,4.43,1.61,0.07,79509.0,34481541.48,5.28,4.44,4.21,4.29,4.36,1.59,2.77,332.12,1.36,1671486481.0,1270393040.0,0.23,0.23,9.93,11.03
1869,000633,合金投资,5.07,1.6,0.08,72700.0,36690120.0,2.81,5.09,4.95,4.97,4.99,1.03,1.89,286.97,10.24,1952489311.0,1952474862.0,0.0,0.0,11.43,14.45
1870,600455,博通股份,23.56,1.6,0.37,9102.0,21360911.0,3.92,23.68,22.77,23.31,23.19,1.14,1.46,-572.4,4.89,1471510480.0,1471510480.0,0.0,0.04,11.61,14.04
1871,301520,万邦医药,36.25,1.6,0.57,5395.0,19509782.0,2.89,36.42,35.39,35.39,35.68,0.81,2.41,50.99,1.61,2416666679.0,812833460.0,-0.17,-0.25,-4.25,-4.98
1872,300265,通光线缆,7.6,1.6,0.12,61925.0,46936202.0,3.07,7.67,7.44,7.48,7.48,0.93,1.35,155.91,1.56,3483042167.0,3480765017.0,-0.13,0.13,-7.77,-7.54
1873,300212,易华录,21.63,1.6,0.34,64729.0,139051066.35,4.23,21.8,20.9,21.12,21.29,1.29,0.93,-32.39,25.58,15571273088.0,15109130812.0,-0.09,0.0,1.12,-7.56
1874,603069,海汽集团,17.8,1.6,0.28,49785.0,87511187.0,4.45,17.89,17.11,17.53,17.52,0.77,1.58,-57.57,6.94,5624800000.0,5624800000.0,0.0,0.0,0.23,-2.52
1875,688202,美迪西,28.66,1.6,0.45,13700.0,39273335.0,3.97,29.07,27.95,28.38,28.21,1.16,1.02,-11.67,1.8,3859730530.0,3859730530.0,0.0,0.03,2.36,-5.0
1876,300725,药石科技,32.29,1.6,0.51,32707.0,105279257.11,2.55,32.47,31.66,31.69,31.78,1.05,1.94,45.05,2.23,6449271335.0,5437487950.0,0.25,0.25,2.64,-3.9
1877,002960,青鸟消防,10.87,1.59,0.17,28020.0,30401525.2,2.06,10.91,10.69,10.69,10.7,1.06,0.45,29.02,1.29,8003584163.0,6723594031.0,0.09,0.09,-7.33,-6.86
1878,300192,科德教育,15.38,1.59,0.24,61930.0,95207129.05,3.37,15.52,15.01,15.02,15.14,0.83,1.92,33.33,5.37,5062224400.0,4969829050.0,0.13,0.13,-7.13,-2.66
1879,300458,全志科技,49.9,1.59,0.78,131361.0,652097882.9,3.16,50.25,48.7,49.0,49.12,0.91,2.54,86.29,10.76,31600925492.0,25846255247.0,0.0,0.1,4.5,28.74
1880,688768,容知日新,53.68,1.59,0.84,4112.0,22177334.0,4.58,54.8,52.38,52.88,52.84,1.2,0.5,-183.56,4.48,4693100309.0,4381686257.0,-0.35,-0.06,27.69,47.72
1881,300522,世名科技,12.75,1.59,0.2,22953.0,29110946.0,2.55,12.82,12.5,12.55,12.55,0.93,0.94,188.81,5.12,4111256714.0,3109047542.0,0.16,0.16,-8.14,2.91
1882,002163,海南发展,8.93,1.59,0.14,291487.0,258279154.96,6.48,9.05,8.48,8.55,8.79,1.67,3.63,-129.33,7.15,7545473752.0,7175691454.0,-0.11,-0.11,3.0,-4.49
1883,688699,明微电子,34.01,1.58,0.53,4427.0,14932983.0,2.99,34.19,33.19,33.2,33.48,0.9,0.4,528.05,3.02,3743298406.0,3743298406.0,0.03,0.15,-0.73,-5.37
1884,000901,航天科技,10.29,1.58,0.16,58862.0,60226725.19,2.37,10.3,10.06,10.12,10.13,0.85,0.74,669.05,1.97,8213492468.0,8213409890.0,0.1,0.19,-1.81,-6.2
1885,301088,戎美股份,12.87,1.58,0.2,5706.0,7300412.0,2.53,12.9,12.58,12.58,12.67,0.87,0.3,36.31,1.13,2933073000.0,2417629500.0,0.0,0.08,-0.23,-4.6
1886,600063,皖维高新,4.5,1.58,0.07,118762.0,53323445.0,2.48,4.53,4.42,4.44,4.43,0.88,0.62,20.12,1.12,9470782031.0,8666526114.0,0.22,0.0,14.8,12.5
1887,301617,博苑股份,46.4,1.58,0.72,4998.0,23164996.0,2.52,46.88,45.73,46.2,45.68,0.87,2.05,24.3,2.87,4769920000.0,1130921398.0,0.0,0.0,-1.09,-8.88
1888,605499,东鹏饮料,284.08,1.58,4.43,14395.0,408619593.0,3.16,286.18,277.34,279.93,279.65,1.75,0.28,37.68,20.08,147725293040.0,147725293040.0,-0.24,-0.36,19.05,15.47
1889,300565,科信技术,10.3,1.58,0.16,46176.0,47630568.2,4.04,10.44,10.03,10.1,10.14,1.33,2.03,-30.16,4.19,2571957504.0,2344362513.0,-0.1,-0.1,-16.8,-14.1
1890,605196,华通线缆,13.51,1.58,0.21,81189.0,109348379.0,6.54,13.75,12.88,13.0,13.3,1.36,1.59,41.42,2.16,6910132371.0,6901999351.0,0.0,0.3,11.19,15.67
1891,601002,晋亿实业,4.5,1.58,0.07,74027.0,33165214.0,2.48,4.51,4.4,4.43,4.43,0.97,0.78,33.0,1.03,4294983240.0,4294983240.0,0.0,0.0,0.22,3.45
1892,003032,*ST传智,5.14,1.58,0.08,131851.0,66271758.3,4.35,5.14,4.92,4.94,5.06,1.52,4.81,-15.45,1.64,2068580150.0,1410217519.0,0.0,0.0,-43.52,-47.01
1893,301172,君逸数码,25.09,1.58,0.39,8100.0,20189876.76,2.87,25.14,24.43,24.48,24.7,0.94,1.15,425.02,2.12,3091088000.0,1770029248.0,0.16,0.24,-5.46,-6.52
1894,002645,华宏科技,7.1,1.57,0.11,54671.0,38580185.22,2.86,7.11,6.91,6.99,6.99,0.59,1.07,-11.61,1.28,4128847089.0,3641270145.0,0.0,0.14,3.2,4.11
1895,002655,共达电声,12.31,1.57,0.19,97167.0,119199019.38,4.29,12.44,11.92,12.08,12.12,1.22,2.7,50.7,6.34,4431600000.0,4430382233.0,-0.08,0.08,1.82,-3.3
1896,002677,浙江美大,7.12,1.57,0.11,20979.0,14846464.0,2.85,7.17,6.97,6.99,7.01,1.13,0.4,147.55,2.77,4599887727.0,3768789315.0,0.0,-0.14,-2.86,-3.0
1897,603896,寿仙谷,19.37,1.57,0.3,13156.0,25271774.0,2.1,19.38,18.98,19.01,19.07,1.38,0.66,16.45,1.68,3839983529.0,3839983529.0,0.05,0.1,-3.0,-8.68
1898,300545,联得装备,28.45,1.57,0.44,19919.0,56683099.0,3.43,28.74,27.78,27.99,28.01,0.8,1.74,29.92,2.62,5122451035.0,3248614801.0,0.0,0.04,-12.49,-9.19
1899,603028,赛福天,6.48,1.57,0.1,182052.0,116432275.0,5.17,6.55,6.22,6.38,6.38,1.45,6.34,434.23,3.63,1860019200.0,1860019200.0,0.15,0.47,8.18,6.93
1900,601005,重庆钢铁,1.29,1.57,0.02,535507.0,68857112.0,2.36,1.3,1.27,1.28,1.27,2.3,0.64,-24.31,0.69,11418775259.0,10724591171.0,0.0,0.78,-4.44,-10.42
1901,000061,农 产 品,6.51,1.56,0.1,61052.0,39515592.0,2.65,6.54,6.37,6.37,6.41,0.76,0.36,37.09,1.73,11047236493.0,11047033869.0,0.15,0.15,2.04,-7.13
1902,603636,南威软件,11.73,1.56,0.18,69316.0,81012672.0,3.03,11.78,11.43,11.46,11.55,0.94,1.19,-49.06,2.93,6807628935.0,6807628935.0,0.09,0.09,3.44,11.71
1903,920019,铜冠矿建,19.5,1.56,0.3,6207.0,12050123.54,2.71,19.7,19.18,19.32,19.2,0.54,1.11,42.85,4.48,4100200650.0,1089365550.0,-0.05,0.46,1.46,-0.51
1904,002073,软控股份,7.79,1.56,0.12,140750.0,109554800.0,3.65,7.88,7.6,7.65,7.67,1.26,1.42,26.13,1.32,7942230022.0,7718902797.0,0.0,0.13,-10.97,-5.69
1905,300660,江苏雷利,54.7,1.56,0.84,78627.0,428121234.74,4.34,55.36,53.02,53.58,53.86,1.26,2.46,46.66,5.03,17470263720.0,17456276821.0,-0.05,0.15,16.38,43.12
1906,301525,儒竞科技,74.95,1.56,1.15,7760.0,58056076.0,4.08,75.99,72.98,72.98,73.8,0.86,1.57,33.43,2.19,7068667012.0,3702619715.0,-0.2,0.59,17.86,25.76
1907,688613,奥精医疗,15.64,1.56,0.24,9161.0,14410902.0,4.29,15.98,15.32,15.35,15.4,0.82,0.68,508.88,1.51,2120026774.0,2120026774.0,-0.06,-0.13,-8.48,-13.3
1908,603098,森特股份,9.79,1.56,0.15,16785.0,16326218.0,2.59,9.81,9.56,9.6,9.64,0.57,0.31,71.83,1.92,5283662785.0,5274851785.0,0.1,0.2,5.5,1.98
1909,603106,恒银科技,7.83,1.56,0.12,46494.0,36083625.0,3.89,7.86,7.56,7.79,7.71,0.88,0.89,190.54,3.11,4075671600.0,4075671600.0,-0.13,0.13,-8.63,-0.51
1910,688282,*ST导航,45.48,1.56,0.7,2614.0,11811939.0,3.89,45.86,44.12,44.12,44.78,0.74,0.72,-883.13,3.13,4002240000.0,1660929600.0,0.0,0.0,36.66,47.18
1911,301282,金禄电子,20.23,1.56,0.31,11933.0,23978263.9,2.51,20.26,19.76,19.84,19.92,1.03,1.65,49.19,1.81,3057561553.0,1459315690.0,-0.05,0.0,-9.44,-3.44
1912,301090,华润材料,7.14,1.56,0.11,33096.0,23663750.34,3.13,7.21,6.99,7.0,7.03,0.9,0.22,-136.58,1.64,10612602210.0,10562980638.0,0.0,0.0,8.35,2.88
1913,603227,雪峰科技,9.75,1.56,0.15,60701.0,58846240.0,2.4,9.76,9.53,9.67,9.6,0.74,0.62,40.09,2.1,10449003718.0,9497235716.0,0.21,0.0,13.5,12.2
1914,688435,英方软件,28.83,1.55,0.44,5704.0,16383024.0,3.63,29.0,27.97,28.24,28.39,1.34,1.24,-49.01,2.19,2407305000.0,1330444389.0,0.14,0.24,-3.9,-4.47
1915,300878,维康药业,14.37,1.55,0.22,11360.0,16268338.2,2.9,14.45,14.04,14.09,14.15,1.13,0.79,-52.78,1.81,2080636927.0,2071061291.0,-0.21,-0.21,2.72,-4.64
1916,002896,中大力德,87.1,1.55,1.33,57111.0,496263801.0,3.38,88.01,85.11,85.77,85.77,0.96,3.78,189.2,11.05,13167018924.0,13167018924.0,0.08,0.42,60.67,126.76
1917,688151,华强科技,16.4,1.55,0.25,5129.0,8368688.0,2.6,16.47,16.05,16.28,16.15,0.81,0.5,750.06,1.34,5649800000.0,1675312480.0,0.06,0.06,11.34,5.6
1918,000561,烽火电子,7.19,1.55,0.11,51997.0,37262630.0,2.68,7.22,7.03,7.07,7.08,1.64,0.86,-35.53,2.02,5400506094.0,4336539701.0,0.0,0.14,-8.52,-18.67
1919,833455,汇隆活塞,9.85,1.55,0.15,3229.0,3166680.81,3.51,9.95,9.61,9.73,9.7,0.35,0.35,37.65,5.03,1747882500.0,915345301.0,0.61,0.51,39.52,40.92
1920,300182,捷成股份,5.25,1.55,0.08,453358.0,237025247.28,2.71,5.27,5.13,5.17,5.17,1.14,2.01,26.66,1.68,13985084568.0,11862681243.0,0.0,-0.19,-14.22,-10.56
1921,301370,国科恒泰,9.85,1.55,0.15,21960.0,21583849.0,2.37,9.88,9.65,9.69,9.7,0.94,0.68,-129.44,1.88,4635410000.0,3188923326.0,0.0,0.0,-4.46,-8.8
1922,688081,兴图新科,18.36,1.55,0.28,6105.0,11054485.0,4.98,18.43,17.53,18.08,18.08,1.73,0.59,-23.45,4.34,1891814400.0,1891814400.0,-0.16,-0.05,5.7,16.65
1923,301365,矩阵股份,17.07,1.55,0.26,16709.0,28346754.0,2.44,17.13,16.72,16.81,16.81,0.94,3.6,199.04,1.73,3072600000.0,791194500.0,-0.12,0.0,17.81,13.57
1924,002577,雷柏科技,19.71,1.55,0.3,20959.0,41136420.0,3.35,19.8,19.15,19.3,19.41,0.98,0.74,173.94,4.67,5553426528.0,5553130878.0,-0.05,0.05,-2.81,4.12
1925,601869,长飞光纤,32.66,1.55,0.5,52098.0,171512782.0,4.98,33.88,32.28,33.55,32.16,2.68,1.28,36.62,2.13,24753180827.0,13271009335.0,0.0,0.0,-14.84,9.27
1926,001223,欧克科技,47.78,1.55,0.73,5432.0,25656301.0,3.19,47.96,46.46,46.46,47.05,1.47,3.26,19.65,1.67,3185970400.0,796970400.0,0.0,0.13,10.04,8.91
1927,600191,华资实业,7.27,1.54,0.11,31391.0,22756976.0,2.51,7.3,7.12,7.12,7.16,0.64,0.65,138.55,2.15,3525455640.0,3525455640.0,0.0,-0.14,-3.58,5.06
1928,600855,航天长峰,10.52,1.54,0.16,26220.0,27510996.0,2.99,10.59,10.28,10.28,10.36,1.1,0.56,-28.77,3.15,4929069499.0,4919569939.0,0.1,0.0,-0.57,-18.32
1929,001218,丽臣实业,17.1,1.54,0.26,8121.0,13850258.2,2.43,17.18,16.77,16.84,16.84,0.82,0.72,20.4,1.01,2226048246.0,1932283413.0,-0.12,-0.06,5.75,-0.75
1930,300057,万顺新材,4.63,1.54,0.07,72413.0,33382732.4,2.41,4.64,4.53,4.55,4.56,0.99,1.01,-154.98,0.79,4118145152.0,3319028103.0,0.22,0.0,2.21,-3.94
1931,688739,成大生物,25.05,1.54,0.38,13991.0,34931418.0,1.58,25.09,24.7,24.7,24.67,1.58,0.34,30.43,1.09,10432072500.0,10311465543.0,-0.08,-0.08,-1.88,-2.83
1932,002935,天奥电子,13.16,1.54,0.2,23794.0,31095743.06,2.39,13.19,12.88,12.97,12.96,1.08,0.57,-218.67,3.55,5613035666.0,5462596020.0,0.0,0.08,-12.79,-18.26
1933,688129,东来技术,21.15,1.54,0.32,4848.0,10284548.0,3.46,21.49,20.77,20.83,20.83,0.82,0.4,29.96,2.88,2548126620.0,2548126620.0,-0.14,-0.14,26.65,25.3
1934,002732,燕塘乳业,16.45,1.54,0.25,20114.0,32910961.0,2.1,16.48,16.14,16.14,16.2,0.68,1.28,25.18,1.76,2588407500.0,2575513513.0,0.0,-0.12,9.16,4.71
1935,002674,兴业科技,9.27,1.53,0.14,23730.0,21902657.0,3.07,9.31,9.03,9.1,9.13,1.99,0.81,36.13,1.13,2736848139.0,2709155943.0,-0.11,0.0,-11.38,-2.32
1936,301626,苏州天脉,68.14,1.53,1.03,9331.0,63211984.51,2.53,68.3,66.6,66.77,67.11,0.67,3.58,36.23,5.07,7882435200.0,1773547920.0,-0.06,0.09,-22.59,-27.15
1937,603699,纽威股份,27.83,1.53,0.42,25649.0,70573206.0,2.41,27.86,27.2,27.2,27.41,0.85,0.34,18.51,4.95,21389404986.0,21003019722.0,0.18,0.32,9.48,25.53
1938,002075,沙钢股份,5.98,1.53,0.09,243522.0,146025108.2,3.06,6.08,5.9,5.9,5.89,0.94,1.11,47.77,2.03,13119076161.0,13119055082.0,0.0,-0.17,10.54,-4.47
1939,002181,粤 传 媒,5.31,1.53,0.08,65721.0,34655644.0,2.87,5.32,5.17,5.22,5.23,1.06,0.58,205.55,1.46,6165218904.0,6024302161.0,0.19,0.0,-2.93,-5.35
1940,605365,立达信,13.98,1.53,0.21,10899.0,15150373.0,3.27,14.05,13.6,13.68,13.77,1.09,0.22,25.51,1.82,7018140006.0,7018140006.0,-0.07,-0.07,-8.03,-10.96
1941,300310,宜通世纪,5.96,1.53,0.09,103610.0,61373604.5,3.24,5.98,5.79,5.84,5.87,0.94,1.5,-121.96,2.77,5254684845.0,4122773058.0,0.0,0.0,-16.76,-21.16
1942,300006,莱美药业,3.31,1.53,0.05,90904.0,30064229.0,3.07,3.34,3.24,3.24,3.26,1.1,0.86,-63.43,1.88,3495066089.0,3494767172.0,-0.3,-0.6,-6.23,-9.56
1943,001314,亿道信息,42.34,1.53,0.64,11978.0,50366047.0,3.02,42.49,41.23,41.72,41.7,0.82,2.31,-949.81,2.91,5988836342.0,2191073872.0,-0.05,0.38,-13.22,-18.34
1944,300958,建工修复,11.29,1.53,0.17,19453.0,21907654.0,2.79,11.35,11.04,11.11,11.12,1.73,2.14,-58.54,1.35,1769555977.0,1027948031.0,0.0,0.09,-0.62,-2.0
1945,002161,远 望 谷,5.31,1.53,0.08,71580.0,37730161.69,3.44,5.33,5.15,5.23,5.23,1.15,1.0,-40.54,2.6,3928111794.0,3788468904.0,0.0,0.19,-5.18,-4.67
1946,300238,冠昊生物,12.58,1.53,0.19,36668.0,45708658.0,3.07,12.62,12.24,12.28,12.39,0.91,1.38,56.1,5.99,3335658719.0,3335386752.0,-0.24,0.0,4.57,4.49
1947,688531,日联科技,64.37,1.53,0.97,11585.0,74263000.0,2.56,64.79,63.17,63.67,63.4,0.72,1.56,52.16,2.25,7370649129.0,4767876824.0,-0.08,0.14,21.75,35.15
1948,301139,元道通信,26.5,1.53,0.4,50972.0,132543675.0,5.98,26.64,25.08,25.5,26.1,1.79,7.51,75.73,1.65,3221891200.0,1798249588.0,-0.15,0.23,17.1,16.48
1949,300174,元力股份,14.59,1.53,0.22,21819.0,31700614.1,2.3,14.63,14.3,14.4,14.37,0.7,0.6,28.36,1.58,5313829152.0,5295358796.0,0.07,0.07,-4.77,-0.21
1950,300493,润欣科技,19.3,1.53,0.29,108681.0,208066109.0,3.21,19.38,18.77,19.11,19.01,1.23,2.17,194.75,8.83,9892698407.0,9669165807.0,-0.21,0.0,-41.36,-31.39
1951,600448,华纺股份,2.66,1.53,0.04,82870.0,21860454.0,3.05,2.66,2.58,2.61,2.62,0.71,1.32,-30.18,1.39,1675320301.0,1675320301.0,0.38,0.0,-2.21,0.38
1952,301586,佳力奇,45.9,1.53,0.69,3395.0,15516761.15,2.43,46.01,44.91,45.25,45.21,0.5,1.64,86.51,3.02,3808575588.0,952143908.0,0.02,0.13,-9.29,-19.23
1953,688799,华纳药厂,44.98,1.53,0.68,24560.0,111662325.0,5.03,46.27,44.04,45.22,44.3,0.63,2.62,25.59,2.28,4219124000.0,4219124000.0,-0.13,-0.18,9.39,7.4
1954,688283,坤恒顺维,25.28,1.53,0.38,2227.0,5610336.0,5.18,25.89,24.6,25.89,24.9,1.41,0.26,-1063.32,3.17,3079104000.0,2161226915.0,0.04,0.0,1.81,2.68
1955,603728,鸣志电器,63.25,1.52,0.95,48958.0,307540255.0,3.74,63.68,61.35,62.14,62.3,0.66,1.17,340.08,9.09,26494318125.0,26494318125.0,0.11,0.32,-5.31,17.13
1956,600156,华升股份,5.33,1.52,0.08,39193.0,20787231.0,3.43,5.35,5.17,5.19,5.25,1.18,0.97,-42.86,5.33,2143250042.0,2143250042.0,0.19,0.38,13.65,10.35
1957,605183,确成股份,16.0,1.52,0.24,11534.0,18419121.0,2.09,16.06,15.73,15.76,15.76,0.58,0.28,12.08,1.92,6654130320.0,6654130320.0,-0.12,-0.06,-4.48,-5.04
1958,832278,鹿得医疗,9.36,1.52,0.14,7527.0,7030752.34,4.56,9.53,9.11,9.11,9.22,0.47,1.0,65.02,4.06,1647360000.0,707129280.0,0.0,0.0,28.75,30.91
1959,603052,可川科技,34.11,1.52,0.51,4894.0,16543656.0,2.47,34.15,33.32,33.84,33.6,1.3,1.19,60.32,4.16,4599665280.0,1397282040.0,-0.03,0.12,-11.91,-4.21
1960,603012,创力集团,5.35,1.52,0.08,39835.0,21261229.0,3.04,5.39,5.23,5.26,5.27,0.95,0.62,23.11,0.91,3480025200.0,3458775000.0,0.0,-0.19,-4.12,0.75
1961,300173,福能东方,5.36,1.52,0.08,93542.0,49934406.0,2.84,5.38,5.23,5.27,5.28,1.04,1.27,173.68,3.97,3938129741.0,3938129741.0,0.19,0.37,-11.84,-5.13
1962,600551,时代出版,8.03,1.52,0.12,75629.0,59960405.0,3.67,8.05,7.76,7.85,7.91,2.53,1.12,22.9,0.93,5444783569.0,5444783569.0,0.12,0.12,-1.95,-6.74
1963,301251,威尔高,30.15,1.52,0.45,14718.0,44381325.0,2.9,30.39,29.53,29.6,29.7,1.01,2.73,45.47,2.67,4058846064.0,1625876136.0,0.03,0.07,-13.61,-13.59
1964,300307,慈星股份,8.0,1.52,0.12,114028.0,90700984.13,3.3,8.05,7.79,7.84,7.88,1.06,1.46,20.87,1.93,6353990208.0,6257689872.0,0.13,0.38,-19.03,-2.91
1965,300296,利亚德,6.02,1.52,0.09,349257.0,208907468.92,2.87,6.04,5.87,5.9,5.93,0.65,1.54,53.31,2.01,16326102876.0,13692653010.0,0.17,0.33,-4.44,-6.52
1966,688388,嘉元科技,18.74,1.52,0.28,38271.0,72052168.0,3.03,19.07,18.51,18.6,18.46,1.38,0.9,81.65,1.18,7987712526.0,7987712526.0,0.27,0.11,22.64,27.22
1967,605288,凯迪股份,39.5,1.52,0.59,3504.0,13799995.0,3.39,39.96,38.64,38.64,38.91,1.11,0.5,29.26,1.26,2772857024.0,2772857024.0,0.0,0.0,14.76,16.28
1968,002360,同德化工,4.69,1.52,0.07,39355.0,18243049.38,4.55,4.71,4.5,4.51,4.62,1.97,1.2,45.71,0.93,1884321223.0,1534900577.0,0.0,0.0,-2.49,-4.67
1969,837242,建邦科技,32.32,1.51,0.48,9558.0,30947642.2,4.02,32.89,31.61,31.63,31.84,0.47,2.61,28.47,3.4,2127892240.0,1183533352.0,0.84,0.31,16.68,35.06
1970,002703,浙江世宝,11.43,1.51,0.17,74787.0,85395054.26,1.78,11.49,11.29,11.31,11.26,0.81,1.28,48.23,4.72,9402688149.0,6698529486.0,0.09,0.09,-2.14,0.53
1971,002166,莱茵生物,7.4,1.51,0.11,69199.0,50883738.0,2.19,7.4,7.24,7.29,7.29,0.77,1.55,44.55,1.76,5488014085.0,3311990916.0,0.14,0.14,-1.73,-0.94
1972,603380,易德龙,22.9,1.51,0.34,16731.0,38350381.0,4.34,23.24,22.26,22.46,22.56,1.82,1.04,21.99,2.38,3674103480.0,3674103480.0,0.0,0.04,-9.95,-8.36
1973,301393,昊帆生物,47.05,1.51,0.7,13498.0,63138254.0,3.75,47.58,45.84,46.03,46.35,0.84,3.34,36.51,2.2,5081400000.0,1898890950.0,-0.32,-0.11,19.02,17.89
1974,688101,三达膜,12.76,1.51,0.19,8590.0,10931139.0,1.51,12.79,12.6,12.64,12.57,1.18,0.26,13.89,1.03,4236473962.0,4236473962.0,0.08,0.08,-1.47,-2.52
1975,600470,六国化工,5.43,1.5,0.08,89574.0,48376107.0,2.8,5.45,5.3,5.3,5.35,0.88,1.72,112.5,1.55,2832288000.0,2832288000.0,0.0,0.0,1.31,-0.55
1976,300123,亚光科技,5.43,1.5,0.08,116424.0,63381655.79,3.93,5.51,5.3,5.31,5.35,1.32,1.16,-51.1,3.6,5548559288.0,5432029832.0,0.0,0.0,-0.73,-6.38
1977,832566,梓橦宫,11.5,1.5,0.17,25172.0,28822732.49,4.59,11.63,11.11,11.3,11.33,0.64,2.26,25.32,2.11,1685279920.0,1278289722.0,0.0,0.26,22.73,25.68
1978,002407,多氟多,11.47,1.5,0.17,58734.0,67236610.27,2.39,11.52,11.25,11.25,11.3,0.76,0.54,52.73,1.6,13654261566.0,12393917974.0,0.0,0.09,0.26,-4.42
1979,000564,供销大集,2.71,1.5,0.04,915878.0,248578044.23,3.0,2.74,2.66,2.67,2.67,0.58,0.62,-1943.86,3.18,48937351689.0,39877733284.0,0.0,0.0,-1.09,-21.45
1980,301180,万祥科技,12.96,1.49,0.19,21966.0,28385054.54,3.29,13.1,12.68,12.77,12.77,0.66,0.55,334.32,3.96,5184129600.0,5184129600.0,0.0,0.15,-9.31,-16.22
1981,002006,精工科技,15.66,1.49,0.23,51015.0,79492706.65,3.18,15.74,15.25,15.4,15.43,1.03,1.12,46.82,3.43,8139965270.0,7127805600.0,0.06,0.26,-7.01,-5.09
1982,600613,神奇制药,6.14,1.49,0.09,34711.0,21294972.0,2.64,6.18,6.02,6.02,6.05,1.42,0.72,54.67,1.38,3279199796.0,2943024665.0,-0.16,-0.16,-4.21,-10.5
1983,301287,康力源,31.92,1.49,0.47,18026.0,57820437.5,4.96,33.09,31.53,33.09,31.45,1.6,10.58,28.39,1.83,2128106400.0,543640692.0,0.16,0.16,11.61,12.35
1984,002357,富临运业,7.47,1.49,0.11,30136.0,22467494.0,2.99,7.53,7.31,7.37,7.36,0.88,0.96,8.85,1.42,2341763099.0,2341679061.0,-0.13,0.13,4.18,5.96
1985,832145,恒合股份,21.11,1.49,0.31,5295.0,11014473.4,3.89,21.18,20.37,20.8,20.8,0.64,1.09,-122.13,5.65,1489310500.0,1029423873.0,0.09,0.09,134.3,132.75
1986,603520,司太立,8.17,1.49,0.12,35338.0,28713034.0,2.24,8.19,8.01,8.07,8.05,0.95,0.81,299.29,1.34,3581808728.0,3581808728.0,0.12,0.0,-1.57,-5.98
1987,603551,奥普科技,10.25,1.49,0.15,12697.0,12942701.0,1.88,10.27,10.08,10.1,10.1,1.95,0.33,19.71,2.75,4000247000.0,3996256163.0,0.1,0.1,-3.39,-4.03
1988,002074,国轩高科,20.41,1.49,0.3,74691.0,151795127.08,1.89,20.44,20.06,20.06,20.11,1.45,0.43,91.42,1.42,36799519557.0,35209714773.0,0.0,0.05,-2.44,-3.82
1989,603001,奥康国际,5.45,1.49,0.08,34203.0,18562968.0,3.35,5.48,5.3,5.3,5.37,1.35,0.85,-10.13,0.83,2185341000.0,2185341000.0,0.0,-0.18,10.77,-23.02
1990,300141,和顺电气,8.23,1.48,0.12,29920.0,24494220.85,3.21,8.28,8.02,8.1,8.11,1.63,1.18,-39.52,3.26,2089470258.0,2079472380.0,-0.24,-0.12,-9.16,-22.65
1991,300387,富邦科技,8.22,1.48,0.12,29886.0,24409190.0,1.98,8.23,8.07,8.07,8.1,0.54,1.03,25.69,1.71,2376048688.0,2375223622.0,0.0,0.12,-0.72,2.75
1992,430564,天润科技,21.2,1.48,0.31,7907.0,16641695.28,3.73,21.36,20.58,20.79,20.89,0.57,2.34,-63.26,5.0,1577089582.0,716188088.0,0.38,0.38,34.86,47.22
1993,002559,亚威股份,8.94,1.48,0.13,83463.0,74246738.0,3.18,8.98,8.7,8.77,8.81,0.73,1.67,34.22,2.82,4914899315.0,4474571433.0,0.0,0.22,-8.78,-0.33
1994,002811,郑中设计,8.89,1.48,0.13,25862.0,22917582.21,3.65,8.93,8.61,8.76,8.76,1.25,0.91,27.95,2.12,2737853344.0,2516907908.0,0.0,0.0,-15.01,3.73
1995,600773,西藏城投,8.89,1.48,0.13,39471.0,34976030.0,3.31,8.97,8.68,8.78,8.76,1.09,0.41,-61.5,1.76,8459607230.0,8459607230.0,-0.22,-0.11,-13.94,-17.53
1996,688652,京仪装备,57.78,1.48,0.84,5222.0,29952415.0,3.23,57.91,56.07,56.95,56.94,0.64,0.51,63.19,4.68,9707040000.0,5905693800.0,-0.07,-0.02,2.39,17.68
